"BBSM_11078"," ",-80.31817,25.528919,11078,526,4795,4802
"BBSM_10023"," ",-80.326094,25.513792,10023,6648,768,6649
"BBSM_6059"," ",-80.324891,25.428788,6059,5114,385,5116
"BBSM_6082"," ",-80.321408,25.431768,6082,386,5126,5121
"BBSM_6313"," ",-80.321572,25.44065,6313,5215,5216,5212
"BBSM_6683"," ",-80.327817,25.444666,6683,5302,398,5363
"BBSM_5806"," ",-80.323665,25.419206,5806,69,5005,5013
"BBSM_5870"," ",-80.31416,25.426285,5870,73,5034,5041
"BBSM_6005"," ",-80.31047,25.435974,6005,5094,5095,5096
"BBSM_6233"," ",-80.312274,25.444545,6233,5182,5183,5180
"BBSM_6915"," ",-80.328548,25.45409,6915,5455,858,5456
"BBSM_6586"," ",-80.320236,25.451884,6586,371,5259,5322
"BBSM_2600"," ",-80.319269,25.410734,2600,2961,2960,2062
"BBSM_2634"," ",-80.306457,25.419242,2634,2966,2058,2965
"BBSM_12236"," ",-80.304209,25.449938,12236,5187,4112,16
"BBSM_6613"," ",-80.314404,25.459252,6613,5336,5337,5338
"BBSM_7236"," ",-80.328227,25.463118,7236,5567,5579,853
"BBSM_29"," ",-80.403539,25.202229,29,4046,3930,4044
"BBSM_752"," ",-80.343792,25.238097,752,3978,3865,3977
"BBSM_875"," ",-80.383415,25.256329,875,2737,2738,2343
"BBSM_965"," ",-80.363555,25.256245,965,953,3800,952
"BBSM_1045"," ",-80.343695,25.256158,1045,4009,4007,940
"BBSM_1246"," ",-80.363461,25.274305,1246,3813,930,3814
"BBSM_1339"," ",-80.343598,25.274218,1339,3824,921,922
"BBSM_1401"," ",-80.363366,25.292365,1401,2311,3768,2310
"BBSM_1679"," ",-80.323635,25.292189,1679,3755,989,990
"BBSM_12981"," ",-80.343306,25.328399,12981,6717,6718,2266
"BBSM_2293"," ",-80.303253,25.382396,2293,2917,2113,2918
"BBSM_2557"," ",-80.323032,25.400549,2557,2098,2958,2959
"BBSM_2629"," ",-80.263273,25.418322,2629,1744,3153,1743
"BBSM_2882"," ",-80.223502,25.418117,2882,3302,3301,1450
"BBSM_2753"," ",-80.263163,25.436382,2753,1605,3166,1606
"BBSM_2850"," ",-80.243275,25.436281,2850,1462,3308,1463
"BBSM_3188"," ",-80.203497,25.43607,3188,3692,1047,1048
"BBSM_2912"," ",-80.263053,25.454441,2912,3169,1590,1589
"BBSM_2919"," ",-80.243162,25.45434,2919,1466,3311,3312
"BBSM_3063"," ",-80.262943,25.472501,3063,3172,1587,1586
"BBSM_3278"," ",-80.242936,25.490459,3278,3318,1434,3319
"BBSM_3287"," ",-80.223038,25.490355,3287,3446,1306,3447
"BBSM_3428"," ",-80.262723,25.50862,3428,3179,1579,3180
"BBSM_3495"," ",-80.222922,25.508414,3495,3450,3451,1337
"BBSM_3503"," ",-80.203021,25.508307,3503,1242,3535,1243
"BBSM_3606"," ",-80.183121,25.508198,3606,1066,3671,3672
"BBSM_3618"," ",-80.262613,25.526679,3618,1722,3132,3131
"BBSM_3689"," ",-80.202902,25.526367,3689,3506,3505,1299
"BBSM_3697"," ",-80.182999,25.526257,3697,1214,3668,1213
"BBSM_3760"," ",-80.262502,25.544739,3760,3050,3051,1782
"BBSM_3768"," ",-80.242596,25.544637,3768,3186,3187,1627
"BBSM_3826"," ",-80.222689,25.544533,3826,1484,3329,3330
"BBSM_3833"," ",-80.202783,25.544426,3833,1344,3458,1345
"BBSM_3892"," ",-80.182876,25.544316,3892,3542,3543,1250
"BBSM_3960"," ",-80.262392,25.562798,3960,3054,3055,1785
"BBSM_4110"," ",-80.262281,25.580857,4110,1989,1788,1789
"BBSM_4119"," ",-80.242368,25.580755,4119,3122,1634,3121
"BBSM_4182"," ",-80.222456,25.580651,4182,3264,1491,1492
"BBSM_4344"," ",-80.26217,25.598916,4344,1985,1792,1793
"BBSM_4437"," ",-80.182508,25.598493,4437,3492,1260,1261
"BBSM_4523"," ",-80.262059,25.616976,4523,1982,1981,1833
"BBSM_4610"," ",-80.202304,25.616662,4610,3393,1359,3392
"BBSM_4618"," ",-80.182386,25.616552,4618,3489,1264,3488
"BBSM_4762"," ",-80.285075,25.631773,4762,1919,1868,1917
"BBSM_4785"," ",-80.222105,25.634828,4785,1555,3253,1554
"BBSM_4973"," ",-80.221988,25.652887,4973,1551,3249,1550
"BBSM_5096"," ",-80.241799,25.671051,5096,1693,3103,3102
"BBSM_5409"," ",-80.24157,25.707169,5409,3083,1683,1684
"BBSM_5473"," ",-80.18177,25.706845,5473,1116,1117,3621
"BBSM_7716","BISC101",-80.32061,25.47872,7716,5765,5764,343
"BBSM_4049","BISC103",-80.28644,25.57372,4049,1855,1943,4083
"BBSM_4421","BISC104",-80.22061,25.60205,4421,3260,1495,1496
"BBSM_5031","BISC105",-80.18644,25.65455,5031,3479,1274,3480
"BBSM_3969","BISC109",-80.23477,25.56455,3969,3190,1568,3191
"BBSM_3365","BISC110",-80.28727,25.50539,3365,3042,3043,1773
"BBSM_3415","BISC112",-80.1881,25.48872,3415,1222,3677,3678
"BBSM_3038","BISC113",-80.22311,25.44206,3038,1324,3437,3438
"BBSM_2723","BISC115",-80.24061,25.40456,2723,3704,3158,3705
"BBSM_2375","BISC117",-80.26477,25.38539,2375,2032,2996,2995
"BBSM_1861","BISC119",-80.30311,25.31873,1861,2174,3741,2173
"BBSM_2063","BISC121",-80.29144,25.35539,2063,2144,2908,2145
"BBSM_2595","BISC122",-80.29478,25.41372,2595,2055,2056,2968
"BBSM_2820","BISC123",-80.28311,25.44539,2820,3031,1738,1737
"BBSM_3127","BISC124",-80.23477,25.47289,3127,1438,3421,3420
"BBSM_5159","BISC126",-80.20477,25.67205,5159,3355,1397,3356
"BBSM_4716","BISC127",-80.24977,25.63038,4716,3067,1701,3068
"BBSM_5282","BISC128",-80.22644,25.68871,5282,3216,1543,1542
"BBSM_1702","BISC135",-80.31644,25.31706,1702,2854,2183,2184
"BBSM_5715","BB27",-80.1834,25.73754,5715,1158,1159,3598
"BBSM_5690","BB28",-80.16026,25.72921,5690,3611,3609,1122
"BBSM_5498","BB29",-80.211,25.71451,5498,1519,3365,1520
"BBSM_5324","BB31",-80.20761,25.69377,5324,3360,1392,3361
"BBSM_5336","BB32",-80.18358,25.68564,5336,1178,3630,1177
"BBSM_4942","BB35",-80.19146,25.64407,4942,1364,3477,3478
"BBSM_4354","BB36",-80.23627,25.59996,4354,1637,3198,1638
"BBSM_4087","BB37",-80.19175,25.57072,4087,1291,3497,1290
"BBSM_3583","BB38",-80.23933,25.51973,3583,1479,3324,1480
"BBSM_3249","BB42",-80.19956,25.45692,3249,1230,3688,3687
"BBSM_2583","BB44",-80.25534,25.40116,2583,1747,3021,1749
"BBSM_2210","BB45",-80.27999,25.36962,2210,2043,2982,2983
"BBSM_1509","BB48",-80.3489,25.30858,1509,2286,2287,2769
"BBSM_457","BB50",-80.37679,25.22989,457,4027,4025,2332
"BBSM_791","BISC00",-80.414,25.253,791,2588,2587,2577
"BBSM_446","BISC04",-80.394,25.233,446,2650,2425,2424
"BBSM_1347","MDTS",-80.3964,25.2893,1347,2388,2677,2387
"BBSM_1768","BISC08",-80.315,25.33,1768,2187,2867,2868
"BBSM_12216","BISC12",-80.301,25.436,12216,4105,4057,2016
"BBSM_8141","BISC16",-80.33777,25.47264,8141,5838,5926,5927
"BBSM_7367","BISC18",-80.30886,25.47878,7367,5625,348,5626
"BBSM_3004","BISC20",-80.28453,25.47103,3004,3035,1733,3036
"BBSM_9114","BISC24",-80.33694,25.49133,9114,173,6299,6301
"BBSM_8429","BISC26",-80.3265,25.48681,8429,6023,6036,6037
"BBSM_9442","BISC28",-80.33875,25.49844,9442,176,6427,6429
"BBSM_9411","BISC30",-80.33627,25.498,9411,6416,425,6417
"BBSM_9181","BISC32",-80.32548,25.49633,9181,6233,6325,6315
"BBSM_8268","BISC34",-80.30908,25.49353,8268,5975,5974,603
"BBSM_3264","BISC36",-80.27836,25.49472,3264,1729,3138,1728
"BBSM_10074","BISC40",-80.33577,25.50533,10074,179,6551,6670
"BBSM_9768","BISC42",-80.334,25.50375,9768,6547,6550,427
"BBSM_9846","BISC44",-80.3094,25.51886,9846,551,6579,6576
"BBSM_9979","BISC46",-80.30406,25.52728,9979,6624,509,6633
"BBSM_3470","BISC48",-80.284,25.518,3470,1775,3045,1776
"BBSM_11530","BISC50",-80.31119,25.54547,11530,227,4271,4406
"BBSM_11454","BISC52",-80.30869,25.54539,11454,474,4413,4407
"BBSM_12376","BISC54",-80.29,25.545,12376,4165,4077,1850
"BBSM_12043","BISC58",-80.30278,25.56447,12043,4213,484,4214
"BBSM_3900","BISC60",-80.28417,25.56428,3900,1853,1946,1945
"BBSM_4572","BISC64",-80.30353,25.61136,4572,1878,1877,1910
"BBSM_4395","BISC66",-80.28922,25.60408,4395,1887,1932,1930
"BBSM_4914","BISC68",-80.25958,25.65128,4914,1803,3072,1804
"BBSM_4876","BISC70",-80.247,25.645,4876,1698,1699,3106
"BBSM_535","MB",-80.42179,25.23945,535,2558,2557,2602
"BBSM_162","TP",-80.37232,25.20338,162,3886,3962,3961
"BBSM_1266","BISC06",-80.398,25.283,1266,2672,2674,2389
"BBSM_1617","BISCA2",-80.3451,25.32225,1617,2783,2269,2784
"BBSM_1802","BISCA4 BB47",-80.32008,25.33679,1802,2847,2190,2846
"BBSM_9139","BISCB2",-80.332,25.49547,9139,6311,836,6312
"BBSM_11372","BISCB6",-80.3299,25.52728,11372,4625,4342,188
"BBSM_11907","BISCB8",-80.3178,25.53853,11907,4529,796,4527
"BBSM_11739","BISCC2",-80.3137,25.54586,11739,4403,228,4269
"BBSM_4633","BISCD2",-80.3013,25.61678,4633,1877,1911,1876
"BBSM_4573","BISCD4",-80.2908,25.61767,4573,1908,1882,1883
"BBSM_4695","BISCD6",-80.2974,25.62097,4695,1911,1913,1875
"BBSM_3254","BISCD8",-80.206,25.47061,3254,1235,3525,3526
